0.000000000000000000e+00
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.500000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.600000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.700000000000000000e+01
2.800000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
2.900000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.000000000000000000e+01
3.100000000000000000e+01
3.100000000000000000e+01
3.100000000000000000e+01
3.100000000000000000e+01
3.100000000000000000e+01
3.100000000000000000e+01
3.100000000000000000e+01
3.100000000000000000e+01
3.100000000000000000e+01
3.100000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.200000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.300000000000000000e+01
3.400000000000000000e+01
3.400000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.500000000000000000e+01
3.600000000000000000e+01
3.600000000000000000e+01
3.600000000000000000e+01
3.600000000000000000e+01
3.600000000000000000e+01
3.600000000000000000e+01
3.600000000000000000e+01
3.600000000000000000e+01
3.600000000000000000e+01
3.600000000000000000e+01
3.600000000000000000e+01
3.600000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.700000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.800000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
3.900000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.000000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
4.100000000000000000e+01
